,WindDir,valid,UP,M,BL,FG,RA,SN,tmpf,dwpf,relh,sknt,vsby,gust
297,NW,2014-10-12 14:56:00,False,True,False,False,False,False,32,14,46.92,18,120,24
298,W,2014-10-12 22:55:00,False,True,False,False,False,False,35.6,17.6,47.51,7,120,7
299,SW,2014-10-13 04:50:00,False,True,False,False,False,False,37.4,3.2,23.28,15,120,15
300,W,2014-10-13 14:51:00,False,False,False,True,False,False,41,41,100,31,0,36
301,W,2014-10-13 22:50:00,False,False,False,True,False,False,44.6,44.6,100,31,0.06,31
302,W,2014-10-14 04:51:00,False,False,False,True,False,False,46.4,46.4,100,25,0.06,25
303,SW,2014-10-14 14:53:00,False,False,False,True,False,False,50,46.4,87.37,28,0.12,28
304,SW,2014-10-14 22:54:00,False,False,False,True,False,False,46.4,44.6,93.4,39,100,50
305,SW,2014-10-15 04:52:00,False,False,False,True,False,False,46.4,46.4,100,33,0.06,57
306,SW,2014-10-15 14:48:00,False,False,False,True,False,False,50,50,100,23,0.19,31
307,S,2014-10-15 22:49:00,False,False,False,True,False,False,50,50,100,33,0,38
308,S,2014-10-16 04:48:00,False,False,False,True,False,False,50,50,100,30,0,35
309,SE,2014-10-16 14:51:00,True,True,False,False,False,False,51.8,51.8,100,33,0.06,45
310,SE,2014-10-16 22:52:00,True,True,False,False,False,False,48.2,48.2,100,30,0.06,37
311,S,2014-10-17 04:54:00,False,True,False,False,False,False,44.6,26.6,48.96,24,60,24
312,W,2014-10-17 14:48:00,False,False,False,True,False,False,37.4,37.4,100,43,0.06,52
313,SW,2014-10-17 22:52:00,False,False,False,True,False,False,37.4,37.4,100,37,0.06,48
314,SW,2014-10-18 04:52:00,False,False,False,True,False,False,37.4,37.4,100,30,0,30
315,SW,2014-10-18 14:50:00,False,False,False,True,False,False,39.2,39.2,100,27,0,34
316,NW,2014-10-18 22:48:00,True,True,False,False,False,False,32,32,100,37,0,37
317,NW,2014-10-19 04:49:00,False,False,False,True,False,False,21.2,21.2,100,32,0.06,32
318,NW,2014-10-19 14:50:00,False,False,False,True,False,False,17.6,17.6,100,39,0,45
319,NW,2014-10-19 22:49:00,False,False,False,True,False,False,14,14,100,52,0.06,58
320,NW,2014-10-20 04:48:00,False,False,False,True,False,False,12.2,12.2,100,41,0.06,52
321,NW,2014-10-20 14:56:00,False,True,False,False,False,False,21.2,15.8,79.31,21,100,27
322,W,2014-10-20 22:50:00,False,False,False,True,False,False,24.8,24.8,100,29,0.06,29
323,W,2014-10-21 04:49:00,True,True,False,False,False,False,26.6,26.6,100,26,0,26
324,SE,2014-10-21 14:51:00,True,True,False,False,False,False,32,32,100,22,0,27
325,E,2014-10-21 22:52:00,True,True,False,False,False,False,32,32,100,25,0,25
326,E,2014-10-22 04:51:00,False,False,False,True,True,True,30.2,30.2,100,35,0,40
327,E,2014-10-22 14:52:00,False,False,False,True,False,False,28.4,28.4,100,49,0,55
328,E,2014-10-22 22:52:00,True,True,False,False,False,False,32,32,100,49,0,56
329,E,2014-10-23 04:59:00,True,True,False,False,False,False,32,32,100,53,0.06,61
330,E,2014-10-23 14:54:00,True,True,False,False,False,False,32,32,100,50,0.06,59
331,NE,2014-10-23 22:54:00,True,True,False,False,False,False,35.6,35.6,100,31,0.12,31
332,NE,2014-10-24 04:53:00,True,True,False,False,False,False,32,32,100,19,0.06,19
333,N,2014-10-24 14:52:00,False,False,False,True,False,False,33.8,33.8,100,17,0.12,17
334,N,2014-10-24 22:58:00,False,True,False,False,False,False,26.6,24.8,92.8,35,60,49
335,NW,2014-10-25 04:56:00,False,True,False,False,False,False,28.4,26.6,92.86,47,120,47
336,NW,2014-10-25 14:53:00,False,True,False,False,False,False,35.6,14,40.63,16,110,16
337,W,2014-10-25 22:51:00,True,True,False,False,False,False,32,32,100,33,0,42
338,NW,2014-10-26 04:53:00,True,True,False,False,False,False,26.6,26.6,100,37,0,43
339,NW,2014-10-26 14:52:00,True,True,False,False,False,False,26.6,26.6,100,33,0,39
340,NW,2014-10-26 22:56:00,False,False,False,True,False,False,23,23,100,55,0.06,65
341,NW,2014-10-27 04:54:00,True,True,False,False,False,False,23,23,100,57,0.06,63
342,N,2014-10-27 14:55:00,False,False,False,True,False,False,24.8,24.8,100,55,0.06,59
343,N,2014-10-27 22:50:00,False,True,False,False,False,False,30.2,21.2,68.83,46,130,46
344,W,2014-10-28 04:57:00,False,True,False,False,False,False,37.4,19.4,47.8,21,130,21
345,SW,2014-10-28 14:50:00,False,False,False,True,False,False,42.8,42.8,100,35,0,43
346,SW,2014-10-28 22:51:00,False,True,False,False,False,False,42.8,41,93.3,39,25,39
347,W,2014-10-29 04:53:00,False,True,False,False,False,False,44.6,41,87.09,41,25,41
348,W,2014-10-29 14:48:00,True,True,False,False,False,False,35.6,35.6,100,45,0.06,45
349,NW,2014-10-29 22:49:00,False,False,False,True,False,False,24.8,24.8,100,41,0,41
350,W,2014-10-30 04:50:00,False,False,False,True,False,False,24.8,24.8,100,39,0.06,39
351,NW,2014-10-30 14:51:00,False,False,False,True,False,False,23,23,100,27,0,27
352,NW,2014-10-30 22:49:00,False,False,False,True,False,False,17.6,17.6,100,15,0.06,15
353,W,2014-10-31 04:49:00,False,False,False,True,False,False,17.6,17.6,100,12,0.06,12
354,NW,2014-10-31 14:47:00,False,False,False,True,False,False,24.8,24.8,100,15,0.25,15
355,SE,2014-10-31 22:49:00,False,False,False,True,False,False,19.4,19.4,100,15,0.06,15
356,E,2014-11-01 04:49:00,False,False,False,True,False,False,17.6,17.6,100,14,0,14
357,E,2014-11-01 14:53:00,False,False,False,True,False,True,21.2,21.2,100,27,0.06,27
358,NE,2014-11-01 22:50:00,True,True,False,False,False,False,17.6,17.6,100,38,0,45
359,NE,2014-11-02 04:51:00,True,True,False,False,False,False,14,14,100,40,0,40
360,NW,2014-11-02 14:49:00,False,False,False,True,False,False,10.4,10.4,100,65,0,76
361,NW,2014-11-02 22:49:00,False,True,False,False,False,False,5,-0.4,77.84,66,100,80
362,NW,2014-11-03 04:47:00,False,False,False,True,False,False,3.2,3.2,100,62,0.06,72
363,NW,2014-11-03 14:55:00,False,True,False,False,False,False,15.8,8.6,72.73,59,105,66
364,NW,2014-11-03 22:50:00,False,True,False,False,False,False,21.2,3.2,45.1,49,100,49
365,NW,2014-11-04 04:53:00,False,True,False,False,False,False,24.8,17.6,73.7,37,90,37
366,W,2014-11-04 14:49:00,False,False,False,True,False,False,32,32,100,32,0,32
367,W,2014-11-04 22:52:00,False,True,False,False,False,False,35.6,28.4,74.8,35,45,49
368,W,2014-11-05 04:51:00,False,True,False,False,False,False,32,30.2,92.97,48,20,56
369,W,2014-11-05 14:55:00,False,True,False,False,False,False,26.6,21.2,79.77,47,90,47
370,W,2014-11-05 22:50:00,True,True,False,False,False,False,23,23,100,42,0,42
371,W,2014-11-06 04:55:00,False,True,False,False,False,False,24.8,15.8,68.18,26,60,26
372,S,2014-11-06 14:48:00,True,True,False,False,False,False,24.8,24.8,100,7,0.06,7
373,SE,2014-11-06 22:55:00,True,True,False,False,False,False,24.8,24.8,100,24,0.06,24
374,NW,2014-11-07 04:57:00,False,False,False,True,False,True,24.8,24.8,100,24,0.06,24
375,NW,2014-11-07 14:52:00,True,True,False,False,False,False,15.8,15.8,100,41,0,50
376,NW,2014-11-07 22:51:00,True,True,False,False,False,False,8.6,8.6,100,58,0,65
377,NW,2014-11-08 04:56:00,False,False,False,True,False,False,5,5,100,51,0,51
378,W,2014-11-08 14:53:00,False,True,False,False,False,False,17.6,-0.4,44.48,29,110,29
379,W,2014-11-08 22:56:00,False,True,False,False,False,False,17.6,3.2,52.6,29,100,29
380,W,2014-11-09 04:56:00,True,True,False,False,False,False,19.4,19.4,100,37,0,37
381,W,2014-11-09 14:56:00,False,False,False,True,False,False,19.4,19.4,100,34,0,34
382,W,2014-11-09 22:53:00,False,True,False,False,False,False,15.8,14,92.44,32,80,32
383,W,2014-11-10 04:53:00,False,False,False,True,False,False,19.4,19.4,100,47,0.06,47
384,W,2014-11-10 14:51:00,False,False,False,True,False,False,23,23,100,28,0,28
385,W,2014-11-10 22:59:00,False,True,False,False,False,False,30.2,23,74.26,31,100,31
386,SW,2014-11-11 04:55:00,False,True,False,False,False,False,32,23,69.04,41,80,50
387,W,2014-11-11 14:53:00,False,True,False,False,False,False,39.2,21.2,48.1,36,100,44
388,W,2014-11-11 22:55:00,False,True,False,False,False,False,33.8,28.4,80.36,32,100,32
389,W,2014-11-12 04:56:00,False,True,False,False,False,False,37.4,26.6,64.7,26,70,26
390,W,2014-11-12 14:47:00,True,True,False,False,False,False,37.4,37.4,100,34,0,34
391,NW,2014-11-12 22:53:00,False,False,False,True,False,False,15.8,15.8,100,47,0.12,47
392,NW,2014-11-13 04:50:00,False,False,False,True,False,False,10.4,10.4,100,43,0.12,43
393,W,2014-11-13 14:54:00,False,True,False,False,False,False,15.8,8.6,72.73,23,100,34
394,W,2014-11-13 22:48:00,True,True,False,False,False,False,12.2,12.2,100,15,0.06,15
395,NW,2014-11-14 04:49:00,True,True,False,False,False,False,10.4,10.4,100,25,0.06,25
396,W,2014-11-14 14:50:00,True,True,False,False,False,False,6.8,6.8,100,43,0.06,53
397,NW,2014-11-14 22:48:00,True,True,False,False,False,False,1.4,1.4,100,52,0,60
398,NW,2014-11-15 04:52:00,True,True,False,False,False,False,-0.4,-0.4,100,46,0,46
399,NW,2014-11-15 14:48:00,False,False,False,True,False,False,5,5,100,32,0.06,32
400,NW,2014-11-15 22:52:00,False,False,False,True,False,False,5,5,100,35,0.12,35
401,W,2014-11-16 04:53:00,True,True,False,False,False,False,8.6,8.6,100,39,0.06,39
402,W,2014-11-16 14:55:00,False,True,False,False,False,False,10.4,8.6,92.25,34,55,34
403,W,2014-11-16 22:58:00,False,False,False,True,False,False,12.2,12.2,100,32,0,46
404,W,2014-11-17 04:48:00,True,True,False,False,False,False,15.8,15.8,100,29,0,29
405,S,2014-11-17 14:51:00,True,True,False,False,False,False,30.2,30.2,100,39,0.06,45
406,W,2014-11-17 22:51:00,False,False,False,True,False,False,24.8,24.8,100,40,0,40
407,NW,2014-11-18 04:48:00,True,True,False,False,False,False,15.8,15.8,100,51,0,51
408,W,2014-11-18 14:47:00,False,False,False,True,False,False,-0.4,-0.4,100,54,0.06,62
409,W,2014-11-18 22:49:00,False,False,False,True,False,False,-5.8,-5.8,100,45,0.12,54
410,W,2014-11-19 04:53:00,True,True,False,False,False,False,-4,-4,100,59,0,70
411,W,2014-11-19 14:47:00,False,False,False,True,False,False,1.4,1.4,100,26,0.12,26
412,SW,2014-11-19 22:57:00,True,True,False,False,False,False,-0.4,-9.4,64.88,20,4,29
413,W,2014-11-20 04:58:00,True,True,False,False,False,False,5,5,100,37,0,42
414,W,2014-11-20 14:55:00,False,False,False,True,False,True,6.8,6.8,100,32,0,38
415,W,2014-11-20 22:54:00,False,False,False,True,False,False,-0.4,-0.4,100,38,0.06,38
416,W,2014-11-21 04:56:00,True,True,False,False,False,False,-2.2,-2.2,100,49,0,49
417,NW,2014-11-21 14:53:00,True,True,False,False,False,False,-4,-4,100,59,0,65
418,NW,2014-11-21 22:51:00,False,False,False,True,False,False,-5.8,-5.8,100,66,0,70
419,NW,2014-11-22 04:55:00,False,False,False,True,False,False,-2.2,-2.2,100,53,0.06,53
420,W,2014-11-22 14:49:00,False,True,False,False,False,False,15.8,1.4,52.31,56,0.25,63
421,NW,2014-11-22 22:56:00,False,False,False,True,False,False,21.2,21.2,100,55,0,55
422,W,2014-11-23 04:56:00,True,True,False,False,False,False,24.8,24.8,100,43,0,49
423,W,2014-11-23 14:53:00,False,False,False,True,False,False,26.6,26.6,100,43,0,43
424,SW,2014-11-23 22:52:00,False,False,False,True,False,False,32,32,100,24,0.06,34
425,SW,2014-11-24 14:52:00,False,False,False,True,False,False,41,41,100,36,0.06,46
426,W,2014-11-24 22:52:00,False,False,False,True,False,False,37.4,37.4,100,60,0,69
427,W,2014-11-25 04:58:00,False,True,False,False,False,False,33.8,26.6,74.63,65,80,77
428,W,2014-11-25 14:51:00,False,True,False,False,False,False,23,19.4,85.85,38,100,38
429,W,2014-11-25 22:54:00,False,False,False,True,False,False,17.6,17.6,100,63,0,63
430,W,2014-11-26 04:51:00,False,True,False,False,False,False,14,8.6,78.68,38,100,38
431,NW,2014-11-26 14:56:00,False,False,False,True,False,True,19.4,19.4,100,9,0.12,9
432,NE,2014-11-26 22:50:00,False,False,True,True,False,True,15.8,15.8,100,35,0,35
433,N,2014-11-27 04:53:00,True,True,False,False,False,False,14,14,100,34,0.06,34
434,N,2014-11-27 14:52:00,False,True,False,False,False,False,14,1.4,56.58,23,100,23
435,SE,2014-11-27 22:53:00,False,False,False,True,False,False,5,5,100,15,0.06,15
436,W,2014-11-28 04:48:00,True,True,False,False,False,False,6.8,6.8,100,24,0.06,24
437,NW,2014-11-28 14:52:00,True,True,False,False,False,False,-0.4,-0.4,100,27,0.12,27
438,NW,2014-11-28 22:48:00,True,True,False,False,False,False,-4,-4,100,32,0.06,38
439,NW,2014-11-29 04:49:00,False,True,False,False,False,False,-2.2,-13,59.08,34,100,34
440,W,2014-11-29 14:53:00,False,True,False,False,False,False,8.6,-2.2,60.72,28,80,28
441,W,2014-11-29 22:48:00,False,False,True,True,False,True,19.4,19.4,100,41,0.06,48
442,SW,2014-11-30 04:47:00,True,True,False,False,False,False,19.4,19.4,100,47,0,61
443,W,2014-11-30 14:49:00,False,False,False,True,False,False,30.2,30.2,100,48,0,52
444,W,2014-11-30 22:50:00,False,False,False,True,False,False,33.8,33.8,100,53,0,61
445,W,2014-12-01 04:49:00,True,True,False,False,False,False,35.6,35.6,100,46,0,54
446,NW,2014-12-01 14:52:00,False,False,False,True,False,False,17.6,17.6,100,58,0,58
447,NW,2014-12-01 22:50:00,True,True,False,False,False,False,5,5,100,60,0.06,68
448,NW,2014-12-02 04:49:00,False,True,False,False,False,False,5,-11.2,46.21,33,60,33
449,S,2014-12-02 14:55:00,False,True,False,False,False,False,15.8,-13,26.09,25,100,25
450,S,2014-12-02 22:48:00,False,False,False,True,False,True,8.6,8.6,100,37,0,43
451,S,2014-12-03 04:49:00,False,False,True,True,False,True,23,23,100,38,0,48
452,W,2014-12-03 14:52:00,False,False,False,True,False,False,26.6,26.6,100,36,0.06,41
453,W,2014-12-03 22:56:00,True,True,False,False,False,False,10.4,10.4,100,62,0,73
454,NW,2014-12-04 04:54:00,False,False,True,True,False,True,6.8,6.8,100,51,0.06,58
455,NW,2014-12-04 14:55:00,False,False,False,True,False,False,-0.4,-0.4,100,54,0.06,54
456,W,2014-12-04 22:57:00,False,True,False,False,False,False,3.2,-23.8,26.32,27,100,27
457,W,2014-12-05 04:53:00,False,True,False,False,False,False,8.6,-14.8,32.77,29,100,29
458,SW,2014-12-05 14:57:00,False,True,False,False,False,False,15.8,-13,26.09,32,110,32
459,S,2014-12-05 22:56:00,True,True,False,False,False,False,14,14,100,32,0.06,32
460,SW,2014-12-06 04:56:00,True,True,False,False,False,False,23,23,100,27,0.06,40
461,SW,2014-12-06 14:53:00,True,True,False,False,False,False,26.6,26.6,100,25,0.12,25
462,NW,2014-12-06 22:57:00,False,False,True,True,False,True,14,14,100,41,0.12,47
463,NW,2014-12-07 04:53:00,False,True,False,False,False,False,8.6,-4,55.73,69,100,69
464,N,2014-12-07 14:55:00,False,True,False,False,False,False,-0.4,-31,21.1,59,110,66
465,NE,2014-12-07 22:56:00,False,True,False,False,False,False,6.8,-29.2,16.7,27,100,27
466,NE,2014-12-08 04:54:00,False,True,False,False,False,False,19.4,-9.4,26.71,8,100,8
467,S,2014-12-08 14:48:00,False,True,False,False,False,False,19.4,-9.4,26.71,18,100,18
468,S,2014-12-08 22:51:00,False,False,False,True,False,False,15.8,15.8,100,40,0.06,40
469,S,2014-12-09 04:58:00,False,False,False,True,False,False,19.4,19.4,100,34,0.06,38
470,E,2014-12-09 14:48:00,True,True,False,False,False,False,21.2,21.2,100,37,0,42
471,E,2014-12-09 22:56:00,True,True,False,False,False,False,21.2,21.2,100,43,0.06,54
472,E,2014-12-10 04:59:00,True,True,False,False,False,False,24.8,24.8,100,33,0.06,33
473,E,2014-12-10 14:51:00,True,True,False,False,False,False,28.4,28.4,100,40,0.06,45
474,E,2014-12-10 22:54:00,True,True,False,False,False,False,24.8,24.8,100,33,0,33
475,E,2014-12-11 04:59:00,True,True,False,False,False,False,21.2,21.2,100,29,0.06,29
476,S,2014-12-11 14:52:00,True,True,False,False,False,False,19.22,19,99.23,10,4,10
477,NW,2014-12-11 22:48:00,True,True,False,False,False,False,17.6,17.6,100,11,0.06,11
478,NW,2014-12-12 04:53:00,False,False,False,True,False,False,15.8,15.8,100,11,0.25,11
479,NW,2014-12-12 14:47:00,False,False,False,True,False,False,14,14,100,16,0.06,21
480,N,2014-12-12 22:50:00,False,False,False,True,False,False,10.4,10.4,100,30,0.06,41
481,N,2014-12-13 04:47:00,True,True,False,False,False,False,12.2,12.2,100,35,0,40
482,N,2014-12-13 14:52:00,False,False,False,True,False,False,17.6,17.6,100,31,0.06,40
483,N,2014-12-13 22:50:00,True,True,False,False,False,False,21.2,21.2,100,34,0.06,40
484,N,2014-12-14 04:47:00,True,True,False,False,False,False,21.2,21.2,100,36,0.06,44
485,N,2014-12-14 14:51:00,False,False,False,True,False,False,24.8,24.8,100,27,0.06,36
486,NW,2014-12-14 22:49:00,False,True,False,False,False,False,24.8,6.8,45.71,18,100,18
487,N,2014-12-15 04:54:00,False,True,False,False,False,False,32,30.2,92.97,19,120,27
488,N,2014-12-15 14:51:00,False,True,False,False,False,False,39.2,6.8,25.58,6,110,6
489,SW,2014-12-15 22:51:00,False,True,False,False,False,False,37.4,23,55.68,18,100,18
490,SW,2014-12-16 04:53:00,False,True,False,False,False,False,33.8,24.8,69.25,18,80,18
491,N,2014-12-16 14:54:00,False,True,False,False,False,False,35.6,28.4,74.8,23,70,29
492,W,2014-12-16 22:52:00,False,False,False,True,False,False,23,23,100,29,0,29
493,S,2014-12-17 04:49:00,True,True,False,False,False,False,24.8,24.8,100,21,0,21
494,NW,2014-12-17 14:52:00,True,True,False,False,False,False,26.6,26.6,100,15,0.06,15
495,NW,2014-12-17 22:53:00,True,True,False,False,False,False,17.6,17.6,100,36,0,40
496,NW,2014-12-18 04:56:00,True,True,False,False,False,False,14,14,100,45,0,50
497,NW,2014-12-18 14:53:00,False,False,True,True,False,True,12.2,12.2,100,64,0,64
498,NW,2014-12-18 22:50:00,False,False,False,True,False,False,6.8,6.8,100,34,0,41
499,NW,2014-12-19 04:52:00,False,False,False,True,False,False,10.4,10.4,100,14,0.12,14
500,NE,2014-12-19 14:56:00,False,False,False,True,False,False,19.4,19.4,100,17,0.12,17
501,E,2014-12-19 22:54:00,False,True,False,False,False,False,21.2,12.2,67.73,19,120,19
502,NE,2014-12-20 04:54:00,False,True,False,False,False,False,23,-2.2,32.46,17,130,17
503,E,2014-12-20 14:49:00,False,True,False,False,False,False,24.8,-7.6,23.23,11,130,11
504,E,2014-12-20 22:57:00,False,True,False,False,False,False,17.6,-7.6,31.51,12,120,12
505,SW,2014-12-21 04:51:00,False,True,False,False,False,False,15.8,-4,40.53,3,110,3
506,W,2014-12-21 14:47:00,True,True,False,False,False,False,10.4,10.4,100,16,0.12,16
507,W,2014-12-21 22:47:00,False,False,False,True,False,False,8.6,8.6,100,29,0.06,29
508,W,2014-12-22 04:53:00,False,True,False,False,False,False,14,5,66.82,21,130,21
509,S,2014-12-22 14:50:00,False,False,False,True,False,False,15.8,15.8,100,17,0.12,17
510,S,2014-12-22 22:55:00,True,True,False,False,False,False,17.6,17.6,100,27,0.06,27
511,W,2014-12-23 04:47:00,True,True,False,False,False,False,21.2,21.2,100,15,0.06,21
512,SW,2014-12-23 14:52:00,True,True,False,False,False,False,28.4,28.4,100,15,0.06,15
513,S,2014-12-23 22:48:00,True,True,False,False,False,False,32,32,100,21,0.06,21
514,S,2014-12-24 04:50:00,False,False,False,True,False,False,33.8,33.8,100,30,0,30
515,S,2014-12-24 14:51:00,False,False,False,True,False,False,37.4,37.4,100,43,0.06,48
516,SW,2014-12-24 22:49:00,True,True,False,False,False,False,41,41,100,45,0,59
517,W,2014-12-25 04:50:00,False,False,False,True,False,False,41,41,100,64,0,71
518,W,2014-12-25 14:52:00,True,True,False,False,False,False,19.4,19.4,100,66,0.06,79
519,W,2014-12-25 22:49:00,False,False,False,True,False,False,14,14,100,76,0.06,85
520,NW,2014-12-26 04:49:00,False,False,False,True,False,False,14,14,100,76,0.06,83
521,NW,2014-12-26 14:51:00,False,False,False,True,False,False,17.6,17.6,100,54,0.06,64
522,NW,2014-12-26 22:49:00,False,False,False,True,False,False,15.8,15.8,100,48,0,55
523,NW,2014-12-27 04:48:00,False,False,False,True,False,False,17.6,17.6,100,50,0,55
524,W,2014-12-27 14:51:00,False,True,False,False,False,False,24.8,21.2,85.96,32,80,32
525,W,2014-12-27 22:51:00,False,False,False,True,False,False,30.2,30.2,100,41,0,56
526,W,2014-12-28 04:50:00,False,False,False,True,False,True,28.4,28.4,100,58,0,66
527,W,2014-12-28 14:49:00,False,False,False,True,False,False,17.6,17.6,100,43,0,52
528,NW,2014-12-28 22:48:00,True,True,False,False,False,False,8.6,8.6,100,60,0,65
529,NW,2014-12-29 04:48:00,False,False,False,True,False,False,5,5,100,56,0,65
